OTU,SampleID,Reads,ConsensusLineage,Kingdom,Clade1,Clade2,Order,Family,Subfamily,Genus,Species,WTU.kingdom,WTU.clade1,WTU.clade2,WTU.order,WTU.family,WTU.subfamily,WTU.genus,WTU.species
OTU234,S010059,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Aristidoideae; g__Aristida; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,NA,1,1,4,20,54,75,363,541
OTU88700,S010059,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Setaria; s__Setaria_verticillata;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Setaria,Setaria_verticillata,1,1,4,20,54,81,469,774
OTU49887,S010059,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Sporobolus; s__Sporobolus_indicus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Sporobolus,Sporobolus_indicus,1,1,4,20,54,78,403,629
OTU98242,S010059,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Setaria; s__Setaria_verticillata;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Setaria,Setaria_verticillata,1,1,4,20,54,81,469,774
OTU43209,S010059,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; f__; g__Microstigma; s__Microstigma_deflexum;,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Microstigma,Microstigma_deflexum,1,1,10,30,68,97,564,978
OTU54832,S010059,1,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Amaranthaceae; f__Chenopodioideae; g__Chenopodium; s__Chenopodium_opulifolium;,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Chenopodium,Chenopodium_opulifolium,1,1,11,47,115,165,822,1476
OTU100775,S010059,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Setaria; s__Setaria_viridis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Setaria,Setaria_viridis,1,1,4,20,54,81,469,775
OTU94503,S010059,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; f__; g__Erysimum; s__Erysimum_passgalense;,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Erysimum,Erysimum_passgalense,1,1,10,30,68,97,557,966
OTU72812,S010059,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; f__; g__Olimarabidopsis; s__Olimarabidopsis_cabulica;,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Olimarabidopsis,Olimarabidopsis_cabulica,1,1,10,30,68,97,566,980
OTU75010,S010059,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Aristidoideae; g__Aristida; s__Aristida_adoensis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,Aristida_adoensis,1,1,4,20,54,75,363,530
OTU35769,S010059,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Arundinoideae; g__Molinia; s__Molinia_litoralis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Arundinoideae,Molinia,Molinia_litoralis,1,1,4,20,54,76,368,546
OTU24667,S010059,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Setaria; s__Setaria_sp__TRK-2015;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Setaria,Setaria_sp__TRK-2015,1,1,4,20,54,81,469,772
OTU8667,S010059,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Aristidoideae; g__Aristida; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,NA,1,1,4,20,54,75,363,541
OTU72037,S010059,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; f__; g__Boechera; s__Boechera_stricta;,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Boechera,Boechera_stricta,1,1,10,30,68,97,543,932
OTU814,S010059,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; f__; g__Cardamine; ; s__,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Cardamine,NA,1,1,10,30,68,97,546,943
OTU106817,S010059,1,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Amaranthaceae; f__Chenopodioideae; g__Chenopodium; s__Chenopodium_incanum;,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Chenopodium,Chenopodium_incanum,1,1,11,47,115,165,822,1474
OTU97132,S010059,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Sporobolus; s__Sporobolus_wrightii;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Sporobolus,Sporobolus_wrightii,1,1,4,20,54,78,403,631
OTU11466,S010072,13868,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; f__; g__Descurainia; ; s__,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Descurainia,NA,1,1,10,30,68,97,553,956
OTU22826,S010072,4099,d__Viridiplantae; k__Streptophyta; p__asterids; c__Boraginales; o__Ehretiaceae; ; f__; g__; s__,Viridiplantae,Streptophyta,asterids,Boraginales,Ehretiaceae,NA,NA,NA,1,1,1,4,11,18,198,282
OTU12618,S010072,3576,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; ; f__; g__; s__,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,NA,NA,1,1,10,30,68,97,588,1010
OTU84646,S010072,905,d__Viridiplantae; k__Streptophyta; p__asterids; c__Boraginales; o__Cordiaceae; f__; g__Cordia; s__Cordia_trichotoma;,Viridiplantae,Streptophyta,asterids,Boraginales,Cordiaceae,NA,Cordia,Cordia_trichotoma,1,1,1,4,10,17,193,275
OTU14879,S010072,768,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU61757,S010072,296,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; s__Astragalus_polaris;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_polaris,1,1,10,33,72,103,656,1160
