OTU,SampleID,Reads,ConsensusLineage,Kingdom,Clade1,Clade2,Order,Family,Subfamily,Genus,Species,WTU.kingdom,WTU.clade1,WTU.clade2,WTU.order,WTU.family,WTU.subfamily,WTU.genus,WTU.species
OTU4375,S008826,883,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Setaria; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Setaria,NA,1,1,4,20,54,81,469,776
OTU61757,S008826,748,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; s__Astragalus_polaris;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_polaris,1,1,10,33,72,103,656,1160
OTU1199,S008826,352,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; ; f__; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,NA,NA,NA,1,1,10,33,72,104,682,1222
OTU73930,S008826,341,d__Viridiplantae; k__Streptophyta; p__Bryidae; c__Hypnales; o__Leucodontaceae; f__; g__Leucodon; s__Leucodon_brachypus;,Viridiplantae,Streptophyta,Bryidae,Hypnales,Leucodontaceae,NA,Leucodon,Leucodon_brachypus,1,1,2,13,44,62,336,490
OTU55764,S008826,170,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Urochloa; s__Urochloa_oblita;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Urochloa,Urochloa_oblita,1,1,4,20,54,81,477,793
OTU2259,S008826,93,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; ; g__; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,NA,NA,1,1,4,20,54,78,409,640
OTU13202,S008826,71,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Cenchrus; s__Cenchrus_hohenackeri;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Cenchrus,Cenchrus_hohenackeri,1,1,4,20,54,81,429,670
OTU47832,S008826,34,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Tragus; s__Tragus_berteronianus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tragus,Tragus_berteronianus,1,1,4,20,54,78,404,632
OTU1859,S008826,34,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Aristidoideae; g__Aristida; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,NA,1,1,4,20,54,75,363,541
OTU19697,S008826,31,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU5539,S008826,29,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Distichlis; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Distichlis,NA,1,1,4,20,54,78,385,578
OTU52764,S008826,27,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; g__Trisetum; s__Trisetum_flavescens;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Pooideae,Trisetum,Trisetum_flavescens,1,1,4,20,54,82,508,863
OTU26338,S008826,23,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU16072,S008826,17,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU53045,S008826,17,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Thyridolepis; s__Thyridolepis_mitchelliana;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Thyridolepis,Thyridolepis_mitchelliana,1,1,4,20,54,81,475,784
OTU53175,S008826,16,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Moorochloa; s__Moorochloa_eruciformis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Moorochloa,Moorochloa_eruciformis,1,1,4,20,54,81,455,730
OTU1790,S008826,14,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Echinochloa; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Echinochloa,NA,1,1,4,20,54,81,433,692
OTU24667,S008826,12,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Setaria; s__Setaria_sp__TRK-2015;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Setaria,Setaria_sp__TRK-2015,1,1,4,20,54,81,469,772
OTU30010,S008826,9,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Pentaclethra; s__Pentaclethra_eetveldeana;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pentaclethra,Pentaclethra_eetveldeana,1,1,10,33,72,102,639,1109
OTU1752,S008826,8,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU5518,S008826,8,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU549,S008826,8,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; ; f__; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU24429,S008826,8,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU169,S008826,7,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU44875,S008826,7,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Cichorioideae; g__Leontodon; s__Leontodon_hispidus;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Leontodon,Leontodon_hispidus,1,1,1,3,4,7,141,198
OTU35442,S008826,7,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Tragus; s__Tragus_racemosus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tragus,Tragus_racemosus,1,1,4,20,54,78,404,634
OTU91370,S008826,6,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Eragrostis; s__Eragrostis_obtusiflora;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Eragrostis,Eragrostis_obtusiflora,1,1,4,20,54,78,390,593
OTU62733,S008826,6,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Anisothrix; s__Anisothrix_kuntzei;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Anisothrix,Anisothrix_kuntzei,1,1,1,3,4,5,19,27
OTU65588,S008826,6,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Mutisioideae; g__Polyachyrus; s__Polyachyrus_sphaerocephalus;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Mutisioideae,Polyachyrus,Polyachyrus_sphaerocephalus,1,1,1,3,4,9,168,234
OTU64126,S008826,5,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Urochloa; s__Urochloa_venosa;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Urochloa,Urochloa_venosa,1,1,4,20,54,81,477,794
OTU17696,S008826,5,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU84913,S008826,4,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Tachigali; s__Tachigali_myrmecophila;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Tachigali,Tachigali_myrmecophila,1,1,10,33,72,101,617,1057
OTU2963,S008826,4,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU8560,S008826,4,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU86831,S008826,4,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Mutisioideae; g__Mutisia; s__Mutisia_linifolia;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Mutisioideae,Mutisia,Mutisia_linifolia,1,1,1,3,4,9,163,228
OTU61101,S008826,4,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Blumea; s__Blumea_laciniata;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Blumea,Blumea_laciniata,1,1,1,3,4,5,32,47
OTU37475,S008826,4,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Bejaranoa; s__Bejaranoa_semistriata;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Bejaranoa,Bejaranoa_semistriata,1,1,1,3,4,5,28,40
OTU2700,S008826,3,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU53711,S008826,3,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Calyceraceae; f__; g__Acicarpha; s__Acicarpha_tribuloides;,Viridiplantae,Streptophyta,asterids,Asterales,Calyceraceae,NA,Acicarpha,Acicarpha_tribuloides,1,1,1,3,5,11,172,239
OTU69354,S008826,3,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Prolobus; s__Prolobus_nitidulus;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Prolobus,Prolobus_nitidulus,1,1,1,3,4,5,90,117
OTU79705,S008826,2,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Bouteloua; s__Bouteloua_aristidoides;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Bouteloua,Bouteloua_aristidoides,1,1,4,20,54,78,375,553
OTU3346,S008826,2,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; ; g__; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,NA,NA,1,1,4,20,54,78,409,640
OTU1960,S008826,2,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Cichorioideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,NA,NA,1,1,1,3,4,7,156,219
OTU1595,S008826,2,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU61153,S008826,2,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Pityrocarpa; s__Pityrocarpa_obliqua;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pityrocarpa,Pityrocarpa_obliqua,1,1,10,33,72,102,643,1120
OTU181,S008826,1,d__Viridiplantae; k__Streptophyta; p__Pinidae; c__Pinales; o__Pinaceae; f__; g__Pinus; ; s__,Viridiplantae,Streptophyta,Pinidae,Pinales,Pinaceae,NA,Pinus,NA,1,1,8,28,66,95,535,917
OTU9489,S008826,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Pseudopiptadenia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pseudopiptadenia,NA,1,1,10,33,72,102,645,1122
OTU1023,S008826,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU41409,S008826,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Pomaria; s__Pomaria_burchellii;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Pomaria,Pomaria_burchellii,1,1,10,33,72,101,613,1047
OTU22483,S008826,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU17328,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Rupichloa; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Rupichloa,NA,1,1,4,20,54,81,465,762
OTU102408,S008826,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Parapiptadenia; s__Parapiptadenia_zehntneri;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Parapiptadenia,Parapiptadenia_zehntneri,1,1,10,33,72,102,637,1107
OTU14378,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Enteropogon; s__Enteropogon_macrostachyus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Enteropogon,Enteropogon_macrostachyus,1,1,4,20,54,78,388,586
OTU69608,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Muhlenbergia; s__Muhlenbergia_richardsonis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Muhlenbergia,Muhlenbergia_richardsonis,1,1,4,20,54,78,395,614
OTU58978,S008826,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; s__Vachellia_arenaria;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_arenaria,1,1,10,33,72,102,650,1131
OTU47187,S008826,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Cylicodiscus; s__Cylicodiscus_gabunensis;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Cylicodiscus,Cylicodiscus_gabunensis,1,1,10,33,72,102,624,1086
OTU4372,S008826,1,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Helichrysum; s__Helichrysum_sp__TRK-2015;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Helichrysum,Helichrysum_sp__TRK-2015,1,1,1,3,4,5,63,88
OTU17354,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Cenchrus; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Cenchrus,NA,1,1,4,20,54,81,429,678
OTU1974,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; ; g__; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Pooideae,NA,NA,1,1,4,20,54,82,510,866
OTU3203,S008826,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU73085,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Paspalum; s__Paspalum_flaccidum;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Paspalum,Paspalum_flaccidum,1,1,4,20,54,81,464,754
OTU26736,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; ; g__; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,NA,NA,1,1,4,20,54,78,409,640
OTU96502,S008826,1,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Cichorioideae; g__Munnozia; s__Munnozia_annua;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Munnozia,Munnozia_annua,1,1,1,3,4,7,144,202
OTU20485,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Miscanthus; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Miscanthus,NA,1,1,4,20,54,81,453,728
OTU64969,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Hildaea; s__Hildaea_ruprechtii;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Hildaea,Hildaea_ruprechtii,1,1,4,20,54,81,441,706
OTU45773,S008826,1,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Chersodoma; s__Chersodoma_jodopappa;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Chersodoma,Chersodoma_jodopappa,1,1,1,3,4,5,36,53
OTU97132,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Sporobolus; s__Sporobolus_wrightii;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Sporobolus,Sporobolus_wrightii,1,1,4,20,54,78,403,631
OTU35328,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Leptochloa; s__Leptochloa_crinita;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Leptochloa,Leptochloa_crinita,1,1,4,20,54,78,393,606
OTU13122,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Paspalum; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Paspalum,NA,1,1,4,20,54,81,464,760
OTU10154,S008826,1,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Cichorioideae; g__Hypochaeris; ; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Hypochaeris,NA,1,1,1,3,4,7,139,194
OTU19616,S008826,1,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Chiliadenus; ; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Chiliadenus,NA,1,1,1,3,4,5,37,54
OTU4323,S008826,1,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; ; f__; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU47007,S008826,1,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Cichorioideae; g__Taraxacum; s__Taraxacum_sect__Naevosa_sp__6281f;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Taraxacum,Taraxacum_sect__Naevosa_sp__6281f,1,1,1,3,4,7,152,212
OTU47877,S008826,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Eragrostis; s__Eragrostis_superba;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Eragrostis,Eragrostis_superba,1,1,4,20,54,78,390,601
OTU45817,S008826,1,d__Viridiplantae; k__Streptophyta; p__Bryidae; c__Hypnales; o__Leucodontaceae; f__; g__Leucodon; s__Leucodon_sciuroides;,Viridiplantae,Streptophyta,Bryidae,Hypnales,Leucodontaceae,NA,Leucodon,Leucodon_sciuroides,1,1,2,13,44,62,336,491
OTU89159,S008826,1,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Stylotrichium; s__Stylotrichium_rotundifolium;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Stylotrichium,Stylotrichium_rotundifolium,1,1,1,3,4,5,101,130
OTU22473,S008826,1,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU1199,S008827,9375,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; ; f__; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,NA,NA,NA,1,1,10,33,72,104,682,1222
OTU26338,S008827,704,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU16072,S008827,453,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU35295,S008827,346,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Polygonaceae; f__; g__Eriogonum; s__Eriogonum_umbellatum;,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,NA,Eriogonum,Eriogonum_umbellatum,1,1,11,47,121,179,866,1549
OTU10453,S008827,261,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Polygonaceae; f__Polygonoideae; g__Fallopia; ; s__,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,Fallopia,NA,1,1,11,47,121,178,859,1532
OTU1752,S008827,205,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU30010,S008827,184,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Pentaclethra; s__Pentaclethra_eetveldeana;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pentaclethra,Pentaclethra_eetveldeana,1,1,10,33,72,102,639,1109
OTU84913,S008827,92,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Tachigali; s__Tachigali_myrmecophila;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Tachigali,Tachigali_myrmecophila,1,1,10,33,72,101,617,1057
OTU2700,S008827,53,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU9489,S008827,36,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Pseudopiptadenia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pseudopiptadenia,NA,1,1,10,33,72,102,645,1122
OTU105827,S008827,33,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; s__Vachellia_exuvialis;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_exuvialis,1,1,10,33,72,102,650,1134
OTU4227,S008827,32,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU36484,S008827,32,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Stryphnodendron; s__Stryphnodendron_pulcherrimum;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Stryphnodendron,Stryphnodendron_pulcherrimum,1,1,10,33,72,102,648,1128
OTU55764,S008827,29,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Urochloa; s__Urochloa_oblita;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Urochloa,Urochloa_oblita,1,1,4,20,54,81,477,793
OTU1023,S008827,29,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU23860,S008827,25,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Mimosa; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Mimosa,NA,1,1,10,33,72,102,634,1103
