OTU,SampleID,Reads,DataFrame,ConsensusLineage,Domain,Clade1,Class,Order,Family,Genus,Species,WTU.domain,WTU.clade1,WTU.class,WTU.order,WTU.family,WTU.genus,WTU.species
OTU1836,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU12540,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU19470,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU8572,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU22152,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus johnstonii,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus johnstonii,2,4,5,19,38,190,455
OTU16508,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU17045,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus tarumensis,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus tarumensis,2,4,5,19,38,190,479
OTU23657,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus johnstonii,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus johnstonii,2,4,5,19,38,190,455
OTU22095,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus johnstonii,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus johnstonii,2,4,5,19,38,190,455
OTU19859,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus johnstonii,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus johnstonii,2,4,5,19,38,190,455
OTU6960,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU23106,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU5109,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU17080,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Amaranthaceae; g__Amaranthus; s__Amaranthus spinosus,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU10600,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU19369,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU16997,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU17971,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus johnstonii,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus johnstonii,2,4,5,19,38,190,455
OTU3691,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU6240,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus strumosus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus strumosus,2,4,5,10,13,90,196
OTU22135,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU21618,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU9173,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU21353,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU14747,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU18705,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU16322,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Amaranthaceae; g__Amaranthus; s__Amaranthus spinosus,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU14322,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Amaranthaceae; g__Amaranthus; s__Amaranthus spinosus,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU14122,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus johnstonii,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus johnstonii,2,4,5,19,38,190,455
OTU19710,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Amaranthaceae; g__Amaranthus; s__Amaranthus spinosus,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU14460,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU19771,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU19862,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU6741,S009097,1,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU5,S010003,2485,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU13,S010003,1822,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus johnstonii,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus johnstonii,2,4,5,19,38,190,455
OTU32,S010003,409,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU22,S010003,255,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium moschatum,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium moschatum,2,4,5,22,43,214,552
OTU39,S010003,174,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Boraginales; f__Hydrophyllaceae; g__Phacelia; s__Phacelia arizonica,Eukaryota,Streptophyta,NA,Boraginales,Hydrophyllaceae,Phacelia,Phacelia arizonica,2,4,5,11,16,128,273
OTU133,S010003,150,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU283,S010003,66,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU653,S010003,39,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus cancellatus,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus cancellatus,2,4,5,19,38,190,442
OTU1061,S010003,38,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU179,S010003,29,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU56,S010003,25,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Chaenactis; s__Chaenactis macrantha,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Chaenactis,Chaenactis macrantha,2,4,5,10,13,80,176
OTU187,S010003,23,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU801,S010003,22,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU391,S010003,21,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU311,S010003,20,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU620,S010003,17,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU483,S010003,15,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU432,S010003,14,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU566,S010003,14,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU636,S010003,13,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU511,S010003,13,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU139,S010003,13,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium lebelii,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium lebelii,2,4,5,22,43,214,550
OTU479,S010003,13,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU294,S010003,13,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU273,S010003,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Nyctaginaceae; g__Boerhavia; s__Boerhavia erecta,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU450,S010003,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU360,S010003,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU350,S010003,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU344,S010003,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU328,S010003,11,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU529,S010003,11,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU416,S010003,11,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU563,S010003,11,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU422,S010003,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU541,S010003,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU461,S010003,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus uliginosus,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus uliginosus,2,4,5,19,38,190,484
OTU685,S010003,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1281,S010003,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU533,S010003,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU367,S010003,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU296,S010003,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1576,S010003,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU3164,S010003,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU11,S010003,8,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Vachellia; s__Vachellia constricta,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Vachellia,Vachellia constricta,2,4,5,19,38,208,535
OTU484,S010003,8,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU679,S010003,8,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1003,S010003,8,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus stevenianus,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus stevenianus,2,4,5,19,38,190,477
OTU2,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU388,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus tarumensis,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus tarumensis,2,4,5,19,38,190,479
OTU340,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU381,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU368,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU371,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus ornithopodioides,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus ornithopodioides,2,4,5,19,38,190,464
OTU805,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus glaux,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus glaux,2,4,5,19,38,190,453
OTU601,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1395,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus congdonii,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus congdonii,2,4,5,19,38,190,446
OTU851,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus tortuosus,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus tortuosus,2,4,5,19,38,190,481
OTU1070,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU692,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1121,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU577,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus polycladus,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus polycladus,2,4,5,19,38,190,470
OTU1296,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU628,S010003,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Boraginales; f__Hydrophyllaceae; g__Phacelia; s__Phacelia popei,Eukaryota,Streptophyta,NA,Boraginales,Hydrophyllaceae,Phacelia,Phacelia popei,2,4,5,11,16,128,275
OTU427,S010003,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU586,S010003,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1270,S010003,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU568,S010003,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU749,S010003,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1266,S010003,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
